消息序号,采集时间,NR DU小区标识,下行RLC总吞吐率(bps),上行RLC总吞吐率(bps),下行MAC总吞吐率(bps),上行MAC总吞吐率(bps),运营商索引
857,2023-03-22 22:32:25 (963),1,0,8183,6072,22432,0
858,2023-03-22 22:32:26 (963),1,0,5752,4416,20752,0
859,2023-03-22 22:32:27 (963),1,0,9288,6624,21504,0
860,2023-03-22 22:32:28 (963),1,0,5920,20608,20912,0
861,2023-03-22 22:32:29 (963),1,0,9024,12696,17760,0
862,2023-03-22 22:32:30 (983),1,0,4960,18216,23200,0
863,2023-03-22 22:32:31 (963),1,0,5248,22632,24528,0
864,2023-03-22 22:32:32 (963),1,0,6656,32016,26160,0
865,2023-03-22 22:32:33 (963),1,0,7776,19872,22624,0
866,2023-03-22 22:32:34 (983),1,0,10544,19320,24080,0
867,2023-03-22 22:32:35 (983),1,0,9240,7176,21776,0
868,2023-03-22 22:32:36 (963),1,0,6480,23736,25280,0
869,2023-03-22 22:32:37 (963),1,0,7216,13248,24544,0
870,2023-03-22 22:32:38 (983),1,0,7432,19528,25136,0
871,2023-03-22 22:32:39 (963),1,0,8055,9384,22592,0
872,2023-03-22 22:32:40 (963),1,0,7856,13800,27328,0
873,2023-03-22 22:32:41 (963),1,0,6264,18768,22096,0
874,2023-03-22 22:32:42 (963),1,0,7528,6624,24272,0
875,2023-03-22 22:32:43 (963),1,0,7208,7728,18880,0
876,2023-03-22 22:32:44 (983),1,0,5328,4968,22656,0
877,2023-03-22 22:32:45 (965),1,0,7208,13112,22864,0
878,2023-03-22 22:32:46 (983),1,0,6024,4416,26704,0
879,2023-03-22 22:32:47 (963),1,0,7760,9384,28560,0
880,2023-03-22 22:32:48 (964),1,0,4816,4968,22384,0
881,2023-03-22 22:32:49 (963),1,0,6336,3520,20976,0
882,2023-03-22 22:32:50 (963),1,0,8592,4416,20992,0
883,2023-03-22 22:32:51 (983),1,0,9184,4416,22080,0
884,2023-03-22 22:32:52 (963),1,0,4800,11592,25888,0
885,2023-03-22 22:32:53 (963),1,0,9688,12696,38288,0
886,2023-03-22 22:32:54 (963),1,0,6888,4416,43072,0
887,2023-03-22 22:32:55 (963),1,0,9688,7176,56576,0
888,2023-03-22 22:32:56 (963),1,0,7696,7176,28304,0
889,2023-03-22 22:32:57 (963),1,0,8944,4968,27856,0
890,2023-03-22 22:32:58 (963),1,0,8352,6072,26240,0
891,2023-03-22 22:32:59 (963),1,0,3872,2208,12608,0
892,2023-03-22 22:33:00 (963),1,504,15744,26312,32000,0
893,2023-03-22 22:33:01 (983),1,108824,49432,270456,74592,0
894,2023-03-22 22:33:02 (963),1,38088,41384,136344,56160,0
895,2023-03-22 22:33:03 (963),1,56984,88720,191832,113712,0
896,2023-03-22 22:33:04 (963),1,49512,44536,167312,130527,0
897,2023-03-22 22:33:05 (963),1,94032,86112,164168,153472,0
898,2023-03-22 22:33:06 (963),1,0,8512,31200,149432,0
899,2023-03-22 22:33:07 (983),1,1322568,107864,2389752,218680,0
900,2023-03-22 22:33:08 (963),1,4433560,61576,8453224,187472,0
901,2023-03-22 22:33:09 (963),1,4521000,46448,9406944,209328,0
902,2023-03-22 22:33:10 (983),1,5375784,42176,12177056,186328,0
903,2023-03-22 22:33:11 (983),1,5289576,39032,11578920,208216,0
904,2023-03-22 22:33:12 (963),1,5074360,39096,10745504,208816,0
905,2023-03-22 22:33:13 (963),1,4965560,29040,11939896,272328,0
906,2023-03-22 22:33:14 (963),1,3497432,45504,11408512,128872,0
907,2023-03-22 22:33:15 (963),1,3821616,62120,11232688,137616,0
908,2023-03-22 22:33:16 (963),1,3579344,43864,10819496,132120,0
909,2023-03-22 22:33:17 (963),1,4801104,39176,11403664,134696,0
910,2023-03-22 22:33:18 (963),1,4401632,33616,12343752,120064,0
911,2023-03-22 22:33:19 (963),1,1099512,43480,3798512,82520,0
912,2023-03-22 22:33:20 (963),1,1982920,122768,4062256,189888,0
913,2023-03-22 22:33:21 (963),1,0,7616,13248,152656,0
914,2023-03-22 22:33:22 (963),1,0,9104,16008,147944,0
915,2023-03-22 22:33:23 (983),1,0,9152,11592,119560,0
916,2023-03-22 22:33:24 (963),1,0,9112,11040,157448,0
917,2023-03-22 22:33:25 (963),1,0,8160,4968,85176,0
918,2023-03-22 22:33:26 (963),1,0,9072,8280,138256,0
919,2023-03-22 22:33:27 (963),1,0,8160,3864,180376,0
920,2023-03-22 22:33:28 (963),1,0,8288,6624,247224,0
921,2023-03-22 22:33:29 (963),1,0,7480,3864,226024,0
922,2023-03-22 22:33:30 (963),1,0,11472,14352,233112,0
923,2023-03-22 22:33:31 (963),1,0,4664,4416,214544,0
924,2023-03-22 22:33:32 (963),1,0,11440,24288,305320,0
925,2023-03-22 22:33:33 (963),1,0,4664,5520,177040,0
926,2023-03-22 22:33:34 (963),1,0,11440,20976,106384,0
927,2023-03-22 22:33:35 (983),1,0,4664,3312,179768,0
928,2023-03-22 22:33:36 (983),1,0,11920,7176,397704,0
929,2023-03-22 22:33:37 (963),1,0,4488,4968,266336,0
930,2023-03-22 22:33:38 (983),1,0,10720,7176,338480,0
931,2023-03-22 22:33:39 (963),1,0,5384,4968,188328,0
932,2023-03-22 22:33:40 (963),1,0,11168,8696,159744,0
933,2023-03-22 22:33:41 (963),1,0,6440,6624,182280,0
934,2023-03-22 22:33:42 (963),1,0,14096,11456,185920,0
935,2023-03-22 22:33:43 (963),1,0,5936,21720,149520,0
936,2023-03-22 22:33:44 (963),1,0,11232,22080,115072,0
937,2023-03-22 22:33:45 (983),1,0,6616,7728,98640,0
938,2023-03-22 22:33:46 (983),1,0,9368,12144,61216,0
939,2023-03-22 22:33:47 (963),1,0,6472,5520,43704,0
940,2023-03-22 22:33:48 (963),1,0,9512,16008,40056,0
941,2023-03-22 22:33:49 (963),1,0,4664,2760,16448,0
942,2023-03-22 22:33:50 (963),1,0,10744,8280,28528,0
943,2023-03-22 22:33:51 (963),1,0,4664,3312,37104,0
944,2023-03-22 22:33:52 (983),1,0,10768,11592,34688,0
945,2023-03-22 22:33:53 (983),1,0,3984,3864,22784,0
946,2023-03-22 22:33:54 (963),1,0,7864,3312,16303,0
947,2023-03-22 22:33:55 (963),1,0,7536,11592,29264,0
948,2023-03-22 22:33:56 (983),1,0,10136,18424,61384,0
949,2023-03-22 22:33:57 (963),1,0,4680,6072,77160,0
950,2023-03-22 22:33:58 (963),1,0,9480,12352,58296,0
951,2023-03-22 22:33:59 (963),1,0,4680,4968,31232,0
952,2023-03-22 22:34:00 (963),1,0,9632,26432,55736,0
953,2023-03-22 22:34:01 (963),1,0,4648,14904,99632,0
954,2023-03-22 22:34:02 (963),1,0,9200,20288,74760,0
955,2023-03-22 22:34:03 (963),1,0,8087,27600,55168,0
956,2023-03-22 22:34:04 (963),1,0,9216,28152,48744,0
957,2023-03-22 22:34:05 (963),1,0,9200,42920,55608,0
958,2023-03-22 22:34:06 (963),1,0,10920,34776,58088,0
959,2023-03-22 22:34:07 (963),1,0,9088,7728,77712,0
960,2023-03-22 22:34:08 (963),1,0,10056,16008,109552,0
961,2023-03-22 22:34:09 (963),1,0,9088,12696,114312,0
962,2023-03-22 22:34:10 (983),1,0,9480,8832,136640,0
963,2023-03-22 22:34:11 (963),1,0,6472,7176,153616,0
964,2023-03-22 22:34:12 (983),1,0,9528,12696,187328,0
965,2023-03-22 22:34:13 (963),1,0,7072,3864,190960,0
966,2023-03-22 22:34:14 (983),1,0,8824,6624,280848,0
967,2023-03-22 22:34:15 (963),1,0,8272,4968,190992,0
968,2023-03-22 22:34:16 (963),1,0,9400,16008,182192,0
969,2023-03-22 22:34:17 (963),1,0,8272,12144,225328,0
970,2023-03-22 22:34:18 (963),1,0,9352,13800,252392,0
971,2023-03-22 22:34:19 (963),1,0,7584,12696,178088,0
972,2023-03-22 22:34:20 (963),1,0,9880,29808,113496,0
973,2023-03-22 22:34:21 (963),1,0,8752,27048,77560,0
974,2023-03-22 22:34:22 (963),1,0,9304,25464,98088,0
975,2023-03-22 22:34:23 (983),1,0,9848,27048,106616,0
976,2023-03-22 22:34:24 (963),1,0,11608,38160,60392,0
977,2023-03-22 22:34:25 (983),1,0,11704,15872,102424,0
978,2023-03-22 22:34:26 (963),1,0,11576,23048,87216,0
979,2023-03-22 22:34:27 (963),1,0,11752,30984,97160,0
980,2023-03-22 22:34:28 (983),1,0,12688,12352,40040,0
981,2023-03-22 22:34:29 (963),1,0,15768,21048,75568,0
982,2023-03-22 22:34:30 (963),1,0,19024,4968,41784,0
983,2023-03-22 22:34:31 (963),1,0,36096,10976,98360,0
984,2023-03-22 22:34:32 (963),1,0,27248,13944,121928,0
985,2023-03-22 22:34:33 (963),1,0,20112,5520,37544,0
986,2023-03-22 22:34:34 (963),1,0,15496,6072,26160,0
987,2023-03-22 22:34:35 (963),1,0,26264,3864,37536,0
988,2023-03-22 22:34:36 (963),1,0,39456,5520,53352,0
989,2023-03-22 22:34:37 (963),1,0,51208,8280,82152,0
990,2023-03-22 22:34:38 (963),1,0,24168,19256,77856,0
991,2023-03-22 22:34:39 (965),1,0,3920,12144,12784,0
992,2023-03-22 22:34:40 (963),1,0,6128,8832,13824,0
993,2023-03-22 22:34:41 (963),1,0,35400,22512,57120,0
994,2023-03-22 22:34:42 (963),1,0,17904,19184,83128,0
995,2023-03-22 22:34:43 (963),1,0,18360,20912,75552,0
996,2023-03-22 22:34:44 (963),1,0,21184,14352,67008,0
997,2023-03-22 22:34:45 (963),1,0,18680,14352,117000,0
998,2023-03-22 22:34:46 (963),1,0,29192,14904,142336,0
999,2023-03-22 22:34:47 (983),1,0,32503,12144,135736,0
1000,2023-03-22 22:34:48 (963),1,0,28432,12696,149088,0
1001,2023-03-22 22:34:49 (963),1,0,33040,5520,160288,0
1002,2023-03-22 22:34:50 (983),1,0,28432,27600,146640,0
1003,2023-03-22 22:34:51 (963),1,0,27704,29256,146624,0
1004,2023-03-22 22:34:52 (963),1,0,25264,22632,117880,0
1005,2023-03-22 22:34:53 (963),1,0,26536,13800,125128,0
1006,2023-03-22 22:34:54 (963),1,0,19456,14352,139456,0
1007,2023-03-22 22:34:55 (963),1,0,14968,6072,110032,0
1008,2023-03-22 22:34:56 (963),1,0,20400,7176,80808,0
1009,2023-03-22 22:34:57 (963),1,0,13768,4416,91080,0
1010,2023-03-22 22:34:58 (963),1,0,20400,14352,73840,0
1011,2023-03-22 22:34:59 (963),1,0,18352,8832,39424,0
1012,2023-03-22 22:35:00 (983),1,0,24336,9384,62248,0
1013,2023-03-22 22:35:01 (963),1,0,16303,5520,64312,0
1014,2023-03-22 22:35:02 (963),1,0,29008,6072,85440,0
1015,2023-03-22 22:35:03 (963),1,0,24576,8280,98104,0
1016,2023-03-22 22:35:04 (963),1,0,25504,12080,121632,0
1017,2023-03-22 22:35:05 (963),1,0,26712,6624,133024,0
1018,2023-03-22 22:35:06 (963),1,0,26632,12904,115952,0
1019,2023-03-22 22:35:07 (983),1,0,24144,7176,127632,0
1020,2023-03-22 22:35:08 (963),1,0,22760,10560,164952,0
1021,2023-03-22 22:35:09 (983),1,0,26320,6624,228624,0
1022,2023-03-22 22:35:10 (963),1,0,17352,12696,127928,0
1023,2023-03-22 22:35:11 (963),1,0,18608,7728,223608,0
1024,2023-03-22 22:35:12 (963),1,0,13392,7176,96192,0
1025,2023-03-22 22:35:13 (963),1,0,20752,8280,249824,0
1026,2023-03-22 22:35:14 (963),1,0,12864,11040,180672,0
1027,2023-03-22 22:35:15 (963),1,0,21376,6624,95376,0
1028,2023-03-22 22:35:16 (963),1,0,10648,11040,92696,0
1029,2023-03-22 22:35:17 (963),1,0,19048,11592,79944,0
1030,2023-03-22 22:35:18 (963),1,0,14424,8832,254328,0
1031,2023-03-22 22:35:19 (963),1,0,20600,3864,116344,0
1032,2023-03-22 22:35:20 (963),1,0,11040,1656,45040,0
1033,2023-03-22 22:35:21 (963),1,0,0,0,0,0
1034,2023-03-22 22:35:22 (963),1,720,0,10760,0,0
1035,2023-03-22 22:35:23 (963),1,0,0,54752,0,0
1036,2023-03-22 22:35:24 (963),1,0,0,7984,0,0
1037,2023-03-22 22:35:25 (963),1,0,0,0,0,0
1038,2023-03-22 22:35:26 (963),1,0,0,0,0,0
1039,2023-03-22 22:35:27 (963),1,0,0,0,0,0
1040,2023-03-22 22:35:28 (963),1,0,0,0,0,0
1041,2023-03-22 22:35:29 (983),1,0,0,0,0,0
1042,2023-03-22 22:35:30 (963),1,0,0,0,0,0
1043,2023-03-22 22:35:31 (963),1,0,0,0,0,0
1044,2023-03-22 22:35:32 (963),1,0,0,0,0,0
1045,2023-03-22 22:35:33 (963),1,0,0,0,0,0
1046,2023-03-22 22:35:34 (963),1,0,0,0,0,0
1047,2023-03-22 22:35:35 (963),1,0,0,0,0,0
1048,2023-03-22 22:35:36 (963),1,0,0,0,0,0
1049,2023-03-22 22:35:37 (963),1,0,0,0,0,0
1050,2023-03-22 22:35:38 (963),1,0,0,0,0,0
1051,2023-03-22 22:35:39 (983),1,0,0,0,0,0
1052,2023-03-22 22:35:40 (963),1,0,0,0,0,0
1053,2023-03-22 22:35:41 (963),1,0,0,0,0,0
1054,2023-03-22 22:35:42 (963),1,0,0,0,0,0
1055,2023-03-22 22:35:43 (983),1,0,0,0,0,0
1056,2023-03-22 22:35:44 (963),1,0,0,0,0,0
1057,2023-03-22 22:35:45 (963),1,0,0,0,0,0
1058,2023-03-22 22:35:46 (963),1,0,0,0,0,0
1059,2023-03-22 22:35:47 (963),1,0,0,0,0,0
1060,2023-03-22 22:35:48 (963),1,0,0,0,0,0
1061,2023-03-22 22:35:49 (963),1,0,0,0,0,0
1062,2023-03-22 22:35:50 (963),1,0,0,0,0,0
1063,2023-03-22 22:35:51 (983),1,0,0,0,0,0
1064,2023-03-22 22:35:52 (982),1,0,0,0,0,0
1065,2023-03-22 22:35:53 (963),1,0,0,0,0,0
1066,2023-03-22 22:35:54 (983),1,0,0,0,0,0
1067,2023-03-22 22:35:55 (963),1,0,0,0,0,0
1068,2023-03-22 22:35:56 (963),1,0,0,0,0,0
1069,2023-03-22 22:35:57 (963),1,0,0,0,0,0
1070,2023-03-22 22:35:58 (963),1,0,0,0,0,0
1071,2023-03-22 22:35:59 (963),1,0,0,0,0,0
1072,2023-03-22 22:36:00 (963),1,0,0,0,0,0
1073,2023-03-22 22:36:01 (963),1,0,0,0,0,0
1074,2023-03-22 22:36:02 (963),1,0,0,0,0,0
1075,2023-03-22 22:36:03 (983),1,0,0,0,0,0
1076,2023-03-22 22:36:04 (964),1,0,0,0,0,0
1077,2023-03-22 22:36:05 (983),1,0,0,0,0,0
1078,2023-03-22 22:36:06 (983),1,0,0,0,0,0
1079,2023-03-22 22:36:07 (963),1,0,0,0,0,0
1080,2023-03-22 22:36:08 (963),1,0,0,0,0,0
1081,2023-03-22 22:36:09 (963),1,0,0,0,0,0
1082,2023-03-22 22:36:10 (983),1,0,0,0,0,0
1083,2023-03-22 22:36:11 (963),1,0,0,0,0,0
1084,2023-03-22 22:36:12 (963),1,0,0,0,0,0
1085,2023-03-22 22:36:13 (963),1,0,0,0,0,0
1086,2023-03-22 22:36:14 (963),1,0,0,0,0,0
1087,2023-03-22 22:36:15 (963),1,0,0,0,0,0
1088,2023-03-22 22:36:16 (983),1,0,0,0,0,0
1089,2023-03-22 22:36:17 (983),1,0,0,0,0,0
1090,2023-03-22 22:36:18 (963),1,0,0,0,0,0
1091,2023-03-22 22:36:19 (963),1,0,0,0,0,0
1092,2023-03-22 22:36:20 (963),1,0,0,0,0,0
1093,2023-03-22 22:36:21 (963),1,0,0,0,0,0
1094,2023-03-22 22:36:22 (983),1,0,0,0,0,0
1095,2023-03-22 22:36:23 (963),1,0,0,0,0,0
1096,2023-03-22 22:36:24 (963),1,0,0,0,0,0
1097,2023-03-22 22:36:25 (963),1,0,0,0,0,0
1098,2023-03-22 22:36:26 (963),1,0,0,0,0,0
1099,2023-03-22 22:36:27 (963),1,0,0,0,0,0
1100,2023-03-22 22:36:28 (983),1,0,0,0,0,0
1101,2023-03-22 22:36:29 (963),1,0,0,0,0,0
1102,2023-03-22 22:36:30 (963),1,0,0,0,0,0
1103,2023-03-22 22:36:31 (963),1,0,0,0,0,0
1104,2023-03-22 22:36:32 (963),1,0,0,0,0,0
1105,2023-03-22 22:36:33 (963),1,0,0,0,0,0
1106,2023-03-22 22:36:34 (983),1,0,0,0,0,0
1107,2023-03-22 22:36:35 (963),1,0,0,0,0,0
1108,2023-03-22 22:36:36 (983),1,0,0,0,0,0
1109,2023-03-22 22:36:37 (963),1,0,0,0,0,0
1110,2023-03-22 22:36:38 (963),1,0,0,0,0,0
1111,2023-03-22 22:36:39 (963),1,0,0,0,0,0
1112,2023-03-22 22:36:40 (983),1,0,0,0,0,0
1113,2023-03-22 22:36:41 (963),1,0,0,0,0,0
1114,2023-03-22 22:36:42 (943),1,0,0,0,0,0
1115,2023-03-22 22:36:43 (983),1,0,0,0,0,0
1116,2023-03-22 22:36:44 (963),1,0,0,0,0,0
1117,2023-03-22 22:36:45 (963),1,0,0,0,0,0
1118,2023-03-22 22:36:46 (963),1,0,0,0,0,0
1119,2023-03-22 22:36:47 (963),1,0,0,0,0,0
1120,2023-03-22 22:36:48 (983),1,0,0,0,0,0
1121,2023-03-22 22:36:49 (963),1,0,0,0,0,0
1122,2023-03-22 22:36:50 (963),1,0,0,0,0,0
1123,2023-03-22 22:36:51 (963),1,0,0,31192,763008,0
1124,2023-03-22 22:36:52 (963),1,0,0,41616,1145088,0
1125,2023-03-22 22:36:53 (983),1,0,0,0,119880,0
1126,2023-03-22 22:36:54 (963),1,0,0,0,0,0
1127,2023-03-22 22:36:55 (963),1,0,0,0,0,0
1128,2023-03-22 22:36:56 (963),1,0,0,0,0,0
1129,2023-03-22 22:36:57 (983),1,0,0,0,0,0
1130,2023-03-22 22:36:58 (963),1,0,0,0,0,0
1131,2023-03-22 22:36:59 (963),1,0,0,0,0,0
1132,2023-03-22 22:37:00 (963),1,0,0,13664,539912,0
1133,2023-03-22 22:37:01 (963),1,36488,45096,66376,675864,0
1134,2023-03-22 22:37:02 (983),1,0,0,0,157176,0
1135,2023-03-22 22:37:03 (963),1,0,0,552,166896,0
1136,2023-03-22 22:37:04 (963),1,0,0,552,166632,0
1137,2023-03-22 22:37:05 (963),1,0,0,552,166632,0
1138,2023-03-22 22:37:06 (983),1,0,3696,13096,789768,0
1139,2023-03-22 22:37:07 (943),1,0,576,4248,237384,0
1140,2023-03-22 22:37:08 (963),1,0,3696,5768,397800,0
1141,2023-03-22 22:37:09 (963),1,0,1808,5192,493944,0
1142,2023-03-22 22:37:10 (963),1,0,4280,7808,582720,0
1143,2023-03-22 22:37:11 (963),1,0,1808,4496,538464,0
1144,2023-03-22 22:37:12 (983),1,0,4280,6544,529056,0
1145,2023-03-22 22:37:13 (963),1,0,1808,3936,500688,0
1146,2023-03-22 22:37:14 (963),1,0,6792,6192,414000,0
1147,2023-03-22 22:37:15 (983),1,0,3400,6144,517631,0
1148,2023-03-22 22:37:16 (963),1,0,9688,6440,1115328,0
1149,2023-03-22 22:37:17 (963),1,0,4584,4808,602160,0
1150,2023-03-22 22:37:18 (963),1,0,9688,13056,607224,0
1151,2023-03-22 22:37:19 (963),1,0,4584,4048,577392,0
1152,2023-03-22 22:37:20 (963),1,0,11080,6808,772728,0
1153,2023-03-22 22:37:21 (963),1,0,5712,5704,596568,0
1154,2023-03-22 22:37:22 (963),1,0,12472,4624,708664,0
1155,2023-03-22 22:37:23 (963),1,0,6392,7176,564648,0
1156,2023-03-22 22:37:24 (963),1,0,11936,5176,789664,0
1157,2023-03-22 22:37:25 (963),1,0,6520,5520,734376,0
1158,2023-03-22 22:37:26 (963),1,0,11936,6624,841504,0
1159,2023-03-22 22:37:27 (963),1,0,6520,4416,768864,0
1160,2023-03-22 22:37:28 (963),1,0,10016,7728,524424,0
1161,2023-03-22 22:37:29 (963),1,0,7752,8280,437672,0
1162,2023-03-22 22:37:30 (963),1,0,10248,6072,756496,0
1163,2023-03-22 22:37:31 (963),1,0,9336,14464,1315296,0
1164,2023-03-22 22:37:32 (963),1,0,9608,4968,1346048,0
1165,2023-03-22 22:37:33 (963),1,0,10592,14168,411216,0
1166,2023-03-22 22:37:34 (963),1,0,9608,20056,209160,0
1167,2023-03-22 22:37:35 (963),1,0,11288,28320,233376,0
1168,2023-03-22 22:37:36 (963),1,0,10264,27416,139616,0
1169,2023-03-22 22:37:37 (983),1,0,10712,11592,129608,0
1170,2023-03-22 22:37:38 (964),1,0,13032,10488,122728,0
1171,2023-03-22 22:37:39 (963),1,0,8840,20360,66720,0
1172,2023-03-22 22:37:40 (963),1,0,13864,17128,121344,0
1173,2023-03-22 22:37:41 (964),1,0,8848,25048,133032,0
1174,2023-03-22 22:37:42 (963),1,0,13656,19672,71336,0
1175,2023-03-22 22:37:43 (963),1,0,8920,12144,52624,0
1176,2023-03-22 22:37:44 (963),1,0,14160,13248,67344,0
1177,2023-03-22 22:37:45 (963),1,0,8368,12560,73816,0
1178,2023-03-22 22:37:46 (963),1,0,8752,12560,66176,0
1179,2023-03-22 22:37:47 (963),1,0,7432,24288,61400,0
1180,2023-03-22 22:37:48 (963),1,0,8248,26496,47872,0
1181,2023-03-22 22:37:49 (963),1,0,8119,14352,39512,0
1182,2023-03-22 22:37:50 (963),1,0,8048,11592,35344,0
1183,2023-03-22 22:37:51 (983),1,0,10368,17528,37616,0
1184,2023-03-22 22:37:52 (963),1,0,9640,9384,37664,0
1185,2023-03-22 22:37:53 (963),1,0,9880,6072,29984,0
1186,2023-03-22 22:37:54 (983),1,0,9392,7728,23904,0
1187,2023-03-22 22:37:55 (963),1,0,10056,4416,24992,0
1188,2023-03-22 22:37:56 (963),1,0,8984,6624,27216,0
1189,2023-03-22 22:37:57 (964),1,0,9592,4968,22224,0
1190,2023-03-22 22:37:58 (963),1,0,8103,9384,25264,0
1191,2023-03-22 22:37:59 (963),1,0,8232,11592,26976,0
1192,2023-03-22 22:38:00 (963),1,0,9016,4416,23728,0
1193,2023-03-22 22:38:01 (983),1,0,7296,4416,23360,0
1194,2023-03-22 22:38:02 (963),1,0,8288,5520,23328,0
1195,2023-03-22 22:38:03 (963),1,0,6928,8832,21392,0
1196,2023-03-22 22:38:04 (983),1,0,8160,7728,25504,0
1197,2023-03-22 22:38:05 (963),1,0,6904,13248,21280,0
1198,2023-03-22 22:38:06 (963),1,0,8648,13800,25584,0
1199,2023-03-22 22:38:07 (983),1,0,6776,8832,23424,0
1200,2023-03-22 22:38:08 (963),1,0,7480,11592,22736,0
1201,2023-03-22 22:38:09 (963),1,0,6200,14352,22320,0
1202,2023-03-22 22:38:10 (963),1,0,9264,15456,26080,0
1203,2023-03-22 22:38:11 (963),1,0,6112,9384,22576,0
1204,2023-03-22 22:38:12 (983),1,0,7256,11040,26944,0
1205,2023-03-22 22:38:13 (963),1,0,7848,9936,22976,0
1206,2023-03-22 22:38:14 (963),1,0,8688,11040,27008,0
1207,2023-03-22 22:38:15 (963),1,0,6672,6624,21968,0
1208,2023-03-22 22:38:16 (963),1,0,10272,17048,29232,0
1209,2023-03-22 22:38:17 (963),1,0,6784,6624,27600,0
1210,2023-03-22 22:38:18 (963),1,0,9504,9384,27360,0
1211,2023-03-22 22:38:19 (983),1,0,7160,9384,25168,0
1212,2023-03-22 22:38:20 (963),1,0,2360,9936,10240,0
1213,2023-03-22 22:38:21 (983),1,0,872,9384,8832,0
1214,2023-03-22 22:38:22 (963),1,0,8848,14352,18656,0
1215,2023-03-22 22:38:23 (983),1,0,20896,7176,40160,0
1216,2023-03-22 22:38:24 (963),1,0,8151,8832,28256,0
1217,2023-03-22 22:38:25 (983),1,0,8584,3312,25296,0
1218,2023-03-22 22:38:26 (963),1,0,7360,4416,23008,0
1219,2023-03-22 22:38:27 (963),1,0,7224,3312,24176,0
1220,2023-03-22 22:38:28 (963),1,0,7376,4416,27008,0
1221,2023-03-22 22:38:29 (943),1,0,6056,4968,21984,0
1222,2023-03-22 22:38:30 (963),1,0,7184,6624,24880,0
1223,2023-03-22 22:38:31 (983),1,0,5344,3312,20336,0
1224,2023-03-22 22:38:32 (963),1,0,5784,6488,17152,0
1225,2023-03-22 22:38:33 (963),1,0,2328,7728,11776,0
1226,2023-03-22 22:38:34 (963),1,0,10960,7728,28320,0
1227,2023-03-22 22:38:35 (963),1,0,6056,8832,20976,0
1228,2023-03-22 22:38:36 (963),1,0,6704,7176,22528,0
1229,2023-03-22 22:38:37 (963),1,0,5288,4416,25872,0
1230,2023-03-22 22:38:38 (963),1,0,6704,12696,34896,0
1231,2023-03-22 22:38:39 (963),1,0,4712,7176,40000,0
1232,2023-03-22 22:38:40 (963),1,0,8712,7728,31264,0
1233,2023-03-22 22:38:41 (963),1,0,4712,7728,34688,0
1234,2023-03-22 22:38:42 (963),1,0,8680,16560,41216,0
1235,2023-03-22 22:38:43 (963),1,0,8872,5520,33152,0
1236,2023-03-22 22:38:44 (963),1,0,9712,8280,40112,0
1237,2023-03-22 22:38:45 (963),1,0,9376,9384,34032,0
1238,2023-03-22 22:38:46 (963),1,0,9208,9936,34368,0
1239,2023-03-22 22:38:47 (963),1,0,2872,4968,15520,0
1240,2023-03-22 22:38:48 (963),1,0,11304,18768,30944,0
1241,2023-03-22 22:38:49 (963),1,0,13704,11592,35440,0
1242,2023-03-22 22:38:50 (963),1,0,6256,6072,17792,0
1243,2023-03-22 22:38:51 (963),1,0,1936,9936,9984,0
1244,2023-03-22 22:38:52 (963),1,0,12456,9936,27296,0
1245,2023-03-22 22:38:53 (963),1,0,11712,8832,28752,0
1246,2023-03-22 22:38:54 (963),1,0,8240,19872,23872,0
1247,2023-03-22 22:38:55 (963),1,0,6944,9936,24080,0
1248,2023-03-22 22:38:56 (963),1,0,7376,17112,30384,0
1249,2023-03-22 22:38:57 (963),1,0,6400,20976,29280,0
1250,2023-03-22 22:38:58 (963),1,0,7864,11040,33232,0
1251,2023-03-22 22:38:59 (963),1,0,4432,12560,24432,0
1252,2023-03-22 22:39:00 (963),1,0,7864,10488,25568,0
1253,2023-03-22 22:39:01 (983),1,0,5008,8832,22992,0
1254,2023-03-22 22:39:02 (983),1,0,7864,10488,27808,0
1255,2023-03-22 22:39:03 (963),1,0,5008,7176,24480,0
1256,2023-03-22 22:39:04 (963),1,0,6688,14904,22624,0
1257,2023-03-22 22:39:05 (963),1,0,4432,5520,21360,0
1258,2023-03-22 22:39:06 (963),1,0,6688,8280,25824,0
1259,2023-03-22 22:39:07 (963),1,0,5128,11040,23280,0
1260,2023-03-22 22:39:08 (963),1,0,6160,20424,24784,0
1261,2023-03-22 22:39:09 (963),1,0,6240,17664,24656,0
1262,2023-03-22 22:39:10 (983),1,0,6688,16008,27504,0
1263,2023-03-22 22:39:11 (963),1,0,6192,18216,28592,0
1264,2023-03-22 22:39:12 (963),1,0,6576,28152,35248,0
1265,2023-03-22 22:39:13 (963),1,0,6192,13248,25456,0
1266,2023-03-22 22:39:14 (963),1,0,7160,17664,26672,0
1267,2023-03-22 22:39:15 (983),1,0,5392,9936,24720,0
1268,2023-03-22 22:39:16 (963),1,0,7160,14904,25072,0
1269,2023-03-22 22:39:17 (963),1,0,5536,10488,22528,0
1270,2023-03-22 22:39:18 (963),1,0,7576,13248,26000,0
1271,2023-03-22 22:39:19 (963),1,0,5304,16560,26368,0
1272,2023-03-22 22:39:20 (963),1,0,9048,16560,28720,0
1273,2023-03-22 22:39:21 (963),1,0,5832,24288,25200,0
1274,2023-03-22 22:39:22 (963),1,0,10152,18216,33936,0
1275,2023-03-22 22:39:23 (963),1,0,4424,15456,33696,0
1276,2023-03-22 22:39:24 (963),1,0,10648,21528,44064,0
