消息序号,采集时间,NR DU小区标识,下行RLC总吞吐率(bps),上行RLC总吞吐率(bps),下行MAC总吞吐率(bps),上行MAC总吞吐率(bps)
505,2023-04-06 20:48:14 (300),1,0,6568,4968,383024
506,2023-04-06 20:48:15 (300),1,0,3832,8424,146400
507,2023-04-06 20:48:16 (290),1,0,5296,5016,243680
508,2023-04-06 20:48:17 (300),1,0,4984,3864,164816
509,2023-04-06 20:48:18 (300),1,0,5872,4440,307712
510,2023-04-06 20:48:19 (300),1,0,3752,3864,279824
511,2023-04-06 20:48:20 (300),1,0,4560,5544,496184
512,2023-04-06 20:48:21 (300),1,0,3056,6696,244112
513,2023-04-06 20:48:22 (300),1,0,3904,4752,329184
514,2023-04-06 20:48:23 (300),1,0,3056,4416,210056
515,2023-04-06 20:48:24 (300),1,0,3904,3864,260632
516,2023-04-06 20:48:25 (300),1,0,3056,6696,277504
517,2023-04-06 20:48:26 (300),1,0,4032,7616,320488
518,2023-04-06 20:48:27 (300),1,0,3736,5016,195400
519,2023-04-06 20:48:28 (300),1,0,5240,9528,310616
520,2023-04-06 20:48:29 (300),1,0,5008,4416,414408
521,2023-04-06 20:48:30 (300),1,0,4664,5040,274784
522,2023-04-06 20:48:31 (300),1,0,5008,4992,213280
523,2023-04-06 20:48:32 (300),1,0,4664,6072,557984
524,2023-04-06 20:48:33 (300),1,0,4432,3912,223304
525,2023-04-06 20:48:34 (300),1,0,4664,6000,334136
526,2023-04-06 20:48:35 (300),1,0,3752,7872,196872
527,2023-04-06 20:48:36 (300),1,0,4008,13512,264760
528,2023-04-06 20:48:37 (300),1,0,3688,5520,116264
529,2023-04-06 20:48:38 (300),1,0,4560,2760,120968
530,2023-04-06 20:48:39 (300),1,0,4768,4416,67472
531,2023-04-06 20:48:40 (300),1,0,4560,4416,109272
532,2023-04-06 20:48:41 (300),1,0,5344,54648,65208
533,2023-04-06 20:48:42 (300),1,0,5128,12312,52832
534,2023-04-06 20:48:43 (300),1,0,5240,6072,72680
535,2023-04-06 20:48:44 (300),1,0,5888,33960,72832
536,2023-04-06 20:48:45 (300),1,0,4840,19896,58320
537,2023-04-06 20:48:46 (300),1,0,6368,52560,47024
538,2023-04-06 20:48:47 (300),1,0,4840,13752,44456
539,2023-04-06 20:48:48 (300),1,0,6368,32016,54416
540,2023-04-06 20:48:49 (300),1,0,4264,12936,51936
541,2023-04-06 20:48:50 (300),1,0,8312,6624,56760
542,2023-04-06 20:48:51 (300),1,0,3680,7592,63056
543,2023-04-06 20:48:52 (301),1,0,7656,11040,89904
544,2023-04-06 20:48:53 (300),1,0,2864,3864,34024
545,2023-04-06 20:48:54 (300),1,0,8183,7728,79920
546,2023-04-06 20:48:55 (300),1,0,3440,2208,35864
547,2023-04-06 20:48:56 (301),1,0,8183,9936,76320
548,2023-04-06 20:48:57 (300),1,0,3440,4968,38480
549,2023-04-06 20:48:58 (300),1,0,6800,27528,45752
550,2023-04-06 20:48:59 (301),1,0,3392,53416,37848
551,2023-04-06 20:49:00 (300),1,0,7328,27072,58848
552,2023-04-06 20:49:01 (300),1,0,3960,11040,79072
553,2023-04-06 20:49:02 (300),1,0,6912,7176,96000
554,2023-04-06 20:49:03 (300),1,0,4536,8832,92408
555,2023-04-06 20:49:04 (300),1,0,6912,24960,182864
556,2023-04-06 20:49:05 (300),1,0,4536,18960,246296
557,2023-04-06 20:49:06 (300),1,0,7608,16632,225840
558,2023-04-06 20:49:07 (300),1,0,4536,7984,295432
559,2023-04-06 20:49:08 (300),1,0,6296,32311,286072
560,2023-04-06 20:49:09 (300),1,0,5112,11248,342136
561,2023-04-06 20:49:10 (300),1,0,5752,13992,354712
562,2023-04-06 20:49:11 (300),1,0,4552,15192,390008
563,2023-04-06 20:49:12 (300),1,0,5232,15072,209368
564,2023-04-06 20:49:13 (300),1,0,4552,17280,180648
565,2023-04-06 20:49:14 (300),1,0,6408,16128,301856
566,2023-04-06 20:49:15 (300),1,0,5128,20976,157480
567,2023-04-06 20:49:16 (300),1,0,6408,16512,323256
568,2023-04-06 20:49:17 (300),1,0,5128,5936,223232
569,2023-04-06 20:49:18 (300),1,0,5752,73320,174888
570,2023-04-06 20:49:19 (299),1,0,4552,6672,195976
571,2023-04-06 20:49:20 (300),1,0,5752,12792,280744
572,2023-04-06 20:49:21 (300),1,0,4552,4416,248136
573,2023-04-06 20:49:22 (300),1,0,5688,13416,267304
574,2023-04-06 20:49:23 (300),1,0,4552,9504,177280
575,2023-04-06 20:49:24 (300),1,0,5688,20400,175384
576,2023-04-06 20:49:25 (300),1,0,3976,4440,136944
577,2023-04-06 20:49:26 (301),1,0,6344,11808,118920
578,2023-04-06 20:49:27 (300),1,720,3976,9000,141624
579,2023-04-06 20:49:28 (300),1,0,6344,10704,133184
580,2023-04-06 20:49:29 (300),1,0,4552,4968,272888
581,2023-04-06 20:49:30 (300),1,0,5112,5592,362568
582,2023-04-06 20:49:31 (300),1,0,4024,4968,371416
583,2023-04-06 20:49:32 (300),1,0,4584,21104,284000
584,2023-04-06 20:49:33 (300),1,0,2304,4992,58008
585,2023-04-06 20:49:34 (300),1,0,4064,13600,130392
586,2023-04-06 20:49:35 (300),1,0,1728,2760,126400
587,2023-04-06 20:49:36 (300),1,0,4720,10696,54840
588,2023-04-06 20:49:37 (300),1,0,2896,7728,74568
589,2023-04-06 20:49:38 (300),1,0,4616,4416,88960
590,2023-04-06 20:49:39 (300),1,0,1168,2208,18584
591,2023-04-06 20:49:40 (300),1,0,6920,8280,53840
592,2023-04-06 20:49:41 (300),1,0,2896,9248,127896
593,2023-04-06 20:49:42 (300),1,0,4096,8280,119448
594,2023-04-06 20:49:43 (300),1,0,3480,9960,71936
595,2023-04-06 20:49:44 (300),1,0,1576,3312,21944
596,2023-04-06 20:49:45 (300),1,0,0,40960,120
597,2023-04-06 20:49:46 (300),1,0,0,31328,0
598,2023-04-06 20:49:47 (300),1,0,0,0,0
599,2023-04-06 20:49:48 (300),1,0,0,0,0
600,2023-04-06 20:49:49 (300),1,0,0,0,0
601,2023-04-06 20:49:50 (300),1,0,0,0,0
602,2023-04-06 20:49:51 (300),1,0,0,0,0
603,2023-04-06 20:49:52 (301),1,0,0,0,0
604,2023-04-06 20:49:53 (300),1,0,0,0,0
605,2023-04-06 20:49:54 (300),1,0,0,0,0
606,2023-04-06 20:49:55 (300),1,0,0,0,0
607,2023-04-06 20:49:56 (300),1,0,0,0,0
608,2023-04-06 20:49:57 (300),1,0,0,0,0
609,2023-04-06 20:49:58 (300),1,0,0,0,0
610,2023-04-06 20:49:59 (300),1,0,0,0,0
611,2023-04-06 20:50:00 (300),1,0,0,0,0
612,2023-04-06 20:50:01 (300),1,0,0,0,0
613,2023-04-06 20:50:02 (300),1,0,0,0,0
614,2023-04-06 20:50:03 (300),1,0,0,0,0
615,2023-04-06 20:50:04 (300),1,0,0,0,0
616,2023-04-06 20:50:05 (300),1,0,0,0,0
617,2023-04-06 20:50:06 (300),1,0,0,0,0
618,2023-04-06 20:50:07 (300),1,0,0,0,0
619,2023-04-06 20:50:08 (300),1,0,0,0,0
620,2023-04-06 20:50:09 (300),1,0,0,0,0
621,2023-04-06 20:50:10 (301),1,0,0,0,0
622,2023-04-06 20:50:11 (300),1,0,0,0,0
623,2023-04-06 20:50:12 (300),1,0,0,0,0
624,2023-04-06 20:50:13 (300),1,0,0,0,0
625,2023-04-06 20:50:14 (300),1,0,0,0,0
626,2023-04-06 20:50:15 (300),1,0,0,0,0
627,2023-04-06 20:50:16 (290),1,0,0,0,0
628,2023-04-06 20:50:17 (300),1,0,0,0,0
629,2023-04-06 20:50:18 (300),1,0,0,0,0
630,2023-04-06 20:50:19 (300),1,0,0,0,0
631,2023-04-06 20:50:20 (300),1,0,0,0,0
632,2023-04-06 20:50:21 (300),1,0,0,0,0
633,2023-04-06 20:50:22 (300),1,0,0,0,0
634,2023-04-06 20:50:23 (300),1,0,0,0,0
635,2023-04-06 20:50:24 (300),1,0,0,0,0
636,2023-04-06 20:50:25 (300),1,0,0,0,0
637,2023-04-06 20:50:26 (300),1,0,0,0,0
638,2023-04-06 20:50:27 (300),1,0,0,0,0
639,2023-04-06 20:50:28 (300),1,0,0,0,0
640,2023-04-06 20:50:29 (300),1,0,0,0,0
641,2023-04-06 20:50:30 (300),1,0,0,0,0
642,2023-04-06 20:50:31 (300),1,0,0,0,0
643,2023-04-06 20:50:32 (300),1,0,0,0,0
644,2023-04-06 20:50:33 (300),1,0,0,0,0
645,2023-04-06 20:50:34 (300),1,0,0,0,0
646,2023-04-06 20:50:35 (301),1,0,0,0,0
647,2023-04-06 20:50:36 (300),1,0,0,0,0
648,2023-04-06 20:50:37 (301),1,0,0,0,0
649,2023-04-06 20:50:38 (300),1,0,0,23152,252528
650,2023-04-06 20:50:39 (300),1,35784,48720,161592,633000
651,2023-04-06 20:50:40 (300),1,720,0,2232,233712
652,2023-04-06 20:50:41 (300),1,0,4120,22920,346128
653,2023-04-06 20:50:42 (300),1,0,1320,2784,574400
654,2023-04-06 20:50:43 (300),1,0,4120,10704,264744
655,2023-04-06 20:50:44 (300),1,0,1320,25824,586936
656,2023-04-06 20:50:45 (300),1,0,4120,9552,316072
657,2023-04-06 20:50:46 (300),1,0,1880,2784,281096
658,2023-04-06 20:50:47 (300),1,0,6040,9000,516760
659,2023-04-06 20:50:48 (300),1,0,1880,5616,163664
660,2023-04-06 20:50:49 (300),1,0,6040,4968,169352
661,2023-04-06 20:50:50 (300),1,0,2560,3312,239320
662,2023-04-06 20:50:51 (300),1,0,6616,4968,373184
663,2023-04-06 20:50:52 (300),1,0,2560,5592,189824
664,2023-04-06 20:50:53 (300),1,0,8007,6144,591816
665,2023-04-06 20:50:54 (300),1,0,4336,5016,473232
666,2023-04-06 20:50:55 (300),1,0,6840,7872,451656
667,2023-04-06 20:50:56 (300),1,0,5016,4992,371280
668,2023-04-06 20:50:57 (300),1,0,6840,8952,326144
669,2023-04-06 20:50:58 (300),1,0,5696,10104,894792
670,2023-04-06 20:50:59 (300),1,0,7416,7872,467184
671,2023-04-06 20:51:00 (300),1,0,5696,17784,444416
672,2023-04-06 20:51:01 (300),1,0,7416,14904,331184
673,2023-04-06 20:51:02 (300),1,0,6288,11040,335640
674,2023-04-06 20:51:03 (300),1,0,6024,10104,198760
675,2023-04-06 20:51:04 (300),1,0,6192,19608,81560
676,2023-04-06 20:51:05 (300),1,0,6560,24936,74472
677,2023-04-06 20:51:06 (300),1,0,8055,24600,111712
678,2023-04-06 20:51:07 (300),1,0,7088,41920,86192
679,2023-04-06 20:51:08 (300),1,0,9296,19128,158512
680,2023-04-06 20:51:09 (300),1,0,7784,14640,152440
681,2023-04-06 20:51:10 (300),1,0,8640,15600,179944
682,2023-04-06 20:51:11 (300),1,0,9792,5520,211720
683,2023-04-06 20:51:12 (300),1,0,8640,13144,473656
684,2023-04-06 20:51:13 (301),1,0,9272,5776,284952
685,2023-04-06 20:51:14 (300),1,0,9336,6072,316304
686,2023-04-06 20:51:15 (300),1,0,9792,4416,486696
687,2023-04-06 20:51:16 (300),1,0,10688,8280,399104
688,2023-04-06 20:51:17 (300),1,0,8976,4968,497168
689,2023-04-06 20:51:18 (300),1,0,10616,6072,320080
690,2023-04-06 20:51:19 (300),1,0,7480,12360,203640
691,2023-04-06 20:51:20 (300),1,0,10616,8376,267528
692,2023-04-06 20:51:21 (300),1,0,7480,7752,322080
693,2023-04-06 20:51:22 (300),1,0,9936,12912,533000
694,2023-04-06 20:51:23 (300),1,0,6904,7728,533184
695,2023-04-06 20:51:24 (300),1,0,8544,7680,293040
696,2023-04-06 20:51:25 (300),1,0,7024,6096,260216
697,2023-04-06 20:51:26 (300),1,0,8119,10584,388928
698,2023-04-06 20:51:27 (300),1,0,10504,18960,252120
699,2023-04-06 20:51:28 (300),1,0,8800,11528,499760
700,2023-04-06 20:51:29 (300),1,0,10504,25480,282736
701,2023-04-06 20:51:30 (300),1,0,5976,9936,28280
702,2023-04-06 20:51:31 (300),1,0,11656,11064,98720
703,2023-04-06 20:51:32 (300),1,0,5976,22208,257543
704,2023-04-06 20:51:33 (300),1,0,11656,7776,263080
705,2023-04-06 20:51:34 (300),1,0,5424,33120,289384
706,2023-04-06 20:51:35 (300),1,0,8160,17768,341528
707,2023-04-06 20:51:36 (300),1,0,6880,5544,199448
708,2023-04-06 20:51:37 (300),1,0,7624,11184,222400
709,2023-04-06 20:51:38 (300),1,0,6248,6144,239480
710,2023-04-06 20:51:39 (280),1,0,7672,6096,249856
711,2023-04-06 20:51:40 (300),1,0,7384,7800,165520
712,2023-04-06 20:51:41 (300),1,0,8080,9616,185000
713,2023-04-06 20:51:42 (300),1,0,9792,16896,368536
714,2023-04-06 20:51:43 (300),1,0,7512,4968,337544
715,2023-04-06 20:51:44 (300),1,0,4960,35120,25944
716,2023-04-06 20:51:45 (300),1,0,0,7800,0
717,2023-04-06 20:51:46 (300),1,0,0,32984,0
718,2023-04-06 20:51:47 (300),1,0,0,2160,0
719,2023-04-06 20:51:48 (300),1,0,0,0,0
720,2023-04-06 20:51:49 (300),1,0,0,0,0
721,2023-04-06 20:51:50 (300),1,0,0,0,0
722,2023-04-06 20:51:51 (300),1,0,0,0,0
723,2023-04-06 20:51:52 (300),1,0,0,0,0
724,2023-04-06 20:51:53 (300),1,0,0,0,0
725,2023-04-06 20:51:54 (300),1,0,0,0,0
726,2023-04-06 20:51:55 (300),1,0,0,0,0
727,2023-04-06 20:51:56 (300),1,0,0,0,0
728,2023-04-06 20:51:57 (290),1,0,0,0,0
729,2023-04-06 20:51:58 (300),1,0,0,0,0
730,2023-04-06 20:51:59 (300),1,0,0,0,0
731,2023-04-06 20:52:00 (300),1,0,0,0,0
732,2023-04-06 20:52:01 (300),1,0,0,0,0
733,2023-04-06 20:52:02 (300),1,0,0,0,0
734,2023-04-06 20:52:03 (300),1,0,0,0,0
735,2023-04-06 20:52:04 (300),1,0,0,0,0
736,2023-04-06 20:52:05 (300),1,0,0,0,0
737,2023-04-06 20:52:06 (300),1,0,0,0,0
738,2023-04-06 20:52:07 (300),1,0,0,7128,22672
739,2023-04-06 20:52:08 (300),1,5096,17552,37552,661600
740,2023-04-06 20:52:09 (300),1,31408,30576,53568,476864
741,2023-04-06 20:52:10 (300),1,0,4656,6144,516048
742,2023-04-06 20:52:11 (300),1,0,1208,2232,404016
743,2023-04-06 20:52:12 (300),1,0,5184,4440,480600
744,2023-04-06 20:52:13 (300),1,0,1752,3360,244152
745,2023-04-06 20:52:14 (300),1,0,5712,16152,480504
746,2023-04-06 20:52:15 (300),1,0,1752,7824,954656
747,2023-04-06 20:52:16 (300),1,0,8872,14336,1035864
748,2023-04-06 20:52:17 (300),1,0,1752,3360,438976
749,2023-04-06 20:52:18 (300),1,0,10592,6072,568840
750,2023-04-06 20:52:19 (300),1,0,2960,2208,243760
751,2023-04-06 20:52:20 (300),1,0,11696,11040,225560
752,2023-04-06 20:52:21 (300),1,0,3504,4416,273032
753,2023-04-06 20:52:22 (300),1,0,14216,9456,217120
754,2023-04-06 20:52:23 (300),1,0,4032,2760,231544
755,2023-04-06 20:52:24 (300),1,0,16111,10248,181432
756,2023-04-06 20:52:25 (300),1,0,5256,9936,133712
757,2023-04-06 20:52:26 (300),1,0,15520,42224,182696
758,2023-04-06 20:52:27 (300),1,0,7024,7176,88920
759,2023-04-06 20:52:28 (300),1,0,17832,34536,88856
760,2023-04-06 20:52:29 (300),1,0,7024,4968,62096
761,2023-04-06 20:52:30 (300),1,0,15832,74032,90584
762,2023-04-06 20:52:31 (300),1,0,6512,167760,48864
763,2023-04-06 20:52:32 (300),1,0,12576,98424,53640
764,2023-04-06 20:52:33 (300),1,0,6360,65263,35256
765,2023-04-06 20:52:34 (300),1,0,2712,141584,8032
766,2023-04-06 20:52:35 (300),1,0,0,90368,0
767,2023-04-06 20:52:36 (300),1,0,0,0,0
768,2023-04-06 20:52:37 (300),1,0,0,0,0
769,2023-04-06 20:52:38 (300),1,0,0,0,0
770,2023-04-06 20:52:39 (300),1,0,0,0,0
771,2023-04-06 20:52:40 (300),1,0,0,0,0
772,2023-04-06 20:52:41 (300),1,0,0,0,0
773,2023-04-06 20:52:42 (300),1,0,0,0,0
774,2023-04-06 20:52:43 (300),1,0,0,0,0
775,2023-04-06 20:52:44 (300),1,0,0,0,0
776,2023-04-06 20:52:45 (300),1,0,0,0,0
777,2023-04-06 20:52:46 (300),1,0,0,0,0
778,2023-04-06 20:52:47 (300),1,0,0,0,0
779,2023-04-06 20:52:48 (300),1,0,0,0,0
780,2023-04-06 20:52:49 (300),1,0,0,0,0
781,2023-04-06 20:52:50 (300),1,0,0,0,0
782,2023-04-06 20:52:51 (301),1,0,0,0,0
783,2023-04-06 20:52:52 (300),1,0,0,0,0
784,2023-04-06 20:52:53 (300),1,0,0,0,0
785,2023-04-06 20:52:54 (300),1,0,0,0,0
786,2023-04-06 20:52:55 (300),1,0,0,0,0
787,2023-04-06 20:52:56 (300),1,0,0,0,0
788,2023-04-06 20:52:57 (300),1,0,0,0,0
789,2023-04-06 20:52:58 (300),1,0,0,0,0
790,2023-04-06 20:52:59 (300),1,0,0,0,0
791,2023-04-06 20:53:00 (300),1,0,0,0,0
792,2023-04-06 20:53:01 (301),1,0,0,0,0
793,2023-04-06 20:53:02 (300),1,0,0,0,0
794,2023-04-06 20:53:03 (300),1,0,0,0,0
795,2023-04-06 20:53:04 (300),1,0,0,0,0
796,2023-04-06 20:53:05 (300),1,0,0,0,0
797,2023-04-06 20:53:06 (300),1,0,0,0,0
798,2023-04-06 20:53:07 (300),1,0,0,0,0
799,2023-04-06 20:53:08 (300),1,0,0,0,0
800,2023-04-06 20:53:09 (300),1,0,0,0,0
801,2023-04-06 20:53:10 (300),1,0,0,7160,274904
802,2023-04-06 20:53:11 (300),1,12728,33744,41144,646608
803,2023-04-06 20:53:12 (300),1,23776,14968,33104,462752
804,2023-04-06 20:53:13 (300),1,0,2952,5064,327576
805,2023-04-06 20:53:14 (300),1,0,3616,6192,427224
806,2023-04-06 20:53:15 (300),1,0,3512,8448,452088
807,2023-04-06 20:53:16 (300),1,0,3616,6192,514176
808,2023-04-06 20:53:17 (300),1,0,4152,8448,462072
809,2023-04-06 20:53:18 (300),1,0,4768,7296,388080
810,2023-04-06 20:53:19 (300),1,0,6072,9000,480984
811,2023-04-06 20:53:20 (300),1,0,4768,8976,698904
812,2023-04-06 20:53:21 (300),1,0,6072,6168,487464
813,2023-04-06 20:53:22 (300),1,0,6040,6144,397488
814,2023-04-06 20:53:23 (300),1,0,6072,5568,474456
815,2023-04-06 20:53:24 (300),1,0,6040,7272,394824
816,2023-04-06 20:53:25 (300),1,0,7464,6744,477744
817,2023-04-06 20:53:26 (300),1,0,7920,4440,391584
818,2023-04-06 20:53:27 (300),1,0,8856,7296,934048
819,2023-04-06 20:53:28 (300),1,0,8552,6672,541440
820,2023-04-06 20:53:29 (300),1,0,8856,8952,853216
821,2023-04-06 20:53:30 (300),1,0,8576,7824,461496
822,2023-04-06 20:53:31 (300),1,0,8856,4648,930880
823,2023-04-06 20:53:32 (300),1,0,8576,7272,538992
824,2023-04-06 20:53:33 (300),1,0,8584,4416,592824
825,2023-04-06 20:53:34 (300),1,0,10336,4968,568464
826,2023-04-06 20:53:35 (300),1,0,7720,4968,602736
827,2023-04-06 20:53:36 (300),1,0,11432,6648,606504
828,2023-04-06 20:53:37 (300),1,0,7720,4416,616008
829,2023-04-06 20:53:38 (300),1,0,12704,5960,587544
830,2023-04-06 20:53:39 (300),1,0,7720,14856,395352
831,2023-04-06 20:53:40 (300),1,0,13400,6072,838256
832,2023-04-06 20:53:41 (300),1,0,7720,8488,1380320
833,2023-04-06 20:53:42 (301),1,0,13400,7592,1565104
834,2023-04-06 20:53:43 (300),1,0,10704,12328,1357464
835,2023-04-06 20:53:44 (300),1,0,1072,144552,78040
836,2023-04-06 20:53:45 (300),1,0,0,71128,0
837,2023-04-06 20:53:46 (300),1,0,0,0,0
838,2023-04-06 20:53:47 (300),1,0,0,0,0
839,2023-04-06 20:53:48 (300),1,0,0,0,0
840,2023-04-06 20:53:49 (300),1,0,0,0,0
841,2023-04-06 20:53:50 (300),1,0,0,0,0
842,2023-04-06 20:53:51 (300),1,0,0,0,0
843,2023-04-06 20:53:52 (301),1,0,0,0,0
844,2023-04-06 20:53:53 (300),1,0,0,0,0
845,2023-04-06 20:53:54 (300),1,0,0,0,0
846,2023-04-06 20:53:55 (300),1,0,0,0,0
847,2023-04-06 20:53:56 (300),1,0,0,0,0
848,2023-04-06 20:53:57 (300),1,0,0,0,0
849,2023-04-06 20:53:58 (300),1,0,0,0,0
850,2023-04-06 20:53:59 (300),1,0,0,0,0
851,2023-04-06 20:54:00 (300),1,0,0,0,0
852,2023-04-06 20:54:01 (300),1,0,0,0,0
853,2023-04-06 20:54:02 (300),1,0,0,0,0
854,2023-04-06 20:54:03 (300),1,0,0,0,0
855,2023-04-06 20:54:04 (300),1,0,0,0,0
856,2023-04-06 20:54:05 (300),1,0,0,0,0
857,2023-04-06 20:54:06 (300),1,0,0,0,0
858,2023-04-06 20:54:07 (300),1,0,0,0,0
859,2023-04-06 20:54:08 (300),1,0,0,0,0
860,2023-04-06 20:54:09 (300),1,0,0,0,0
861,2023-04-06 20:54:10 (300),1,0,0,0,0
862,2023-04-06 20:54:11 (300),1,0,0,0,0
863,2023-04-06 20:54:12 (300),1,0,0,0,0
864,2023-04-06 20:54:13 (300),1,0,0,0,0
865,2023-04-06 20:54:14 (300),1,0,17552,30904,676728
866,2023-04-06 20:54:15 (300),1,36504,30576,56504,653168
867,2023-04-06 20:54:16 (300),1,0,3528,7872,266328
868,2023-04-06 20:54:17 (300),1,0,680,1680,285456
869,2023-04-06 20:54:18 (300),1,0,3528,7320,191976
870,2023-04-06 20:54:19 (300),1,0,1864,8448,221312
871,2023-04-06 20:54:20 (300),1,0,4752,4672,390608
872,2023-04-06 20:54:21 (300),1,0,1864,2784,405616
873,2023-04-06 20:54:22 (300),1,0,6672,4416,924272
874,2023-04-06 20:54:23 (300),1,0,2512,3888,856960
875,2023-04-06 20:54:24 (300),1,0,7256,6096,917472
876,2023-04-06 20:54:25 (300),1,0,3192,4072,1008352
877,2023-04-06 20:54:26 (300),1,0,7256,8904,883744
878,2023-04-06 20:54:27 (300),1,0,3192,2760,271272
879,2023-04-06 20:54:28 (300),1,0,8648,10632,326920
880,2023-04-06 20:54:29 (300),1,0,4328,8696,123016
881,2023-04-06 20:54:30 (300),1,0,9464,10488,200336
882,2023-04-06 20:54:31 (300),1,0,5664,7824,100888
883,2023-04-06 20:54:32 (300),1,0,9464,68568,60768
884,2023-04-06 20:54:33 (300),1,0,6848,13208,68848
885,2023-04-06 20:54:34 (300),1,0,9968,6072,58296
886,2023-04-06 20:54:35 (300),1,0,5688,38008,82952
887,2023-04-06 20:54:36 (300),1,0,8576,13800,109048
888,2023-04-06 20:54:37 (300),1,0,6264,12240,221288
889,2023-04-06 20:54:38 (300),1,0,6488,3864,211160
890,2023-04-06 20:54:39 (300),1,0,6240,8376,492552
891,2023-04-06 20:54:40 (300),1,0,5984,4416,456576
892,2023-04-06 20:54:41 (300),1,0,8151,6648,398000
893,2023-04-06 20:54:42 (300),1,0,5984,3864,270976
